candidate,NOME_CANDIDATO,NOME_URNA_CANDIDATO,wrong
DELIO JUNIOR,JOSE DELIO ALVES JUNIOR,ZE DELIO JUNIOR,
WELLINGTON PEIXOTO,WELLINGTON RODRIGUES PEIXOTO,PEIXOTO,
BARTOLOMEU,BARTOLOMEU HONORIO NASCIMENTO,BARTO,
DANILO,DANILO GLEIC ALVES SANTOS,DANILO GLEIC,
AMARILDO,AMARILDO MARTINS MARIANO,AMARILDO MARTINS,
NACOITAN,NACOITAN ARAUJO LEITE,NACOITAN LEITE,
GISELE,GISELE LISBOA ROCHA,DRA GISELE LISBOA,
UELLITON,UELLITON JOSE MACHADO OLIVEIRA,KI BOI,
ROGERIO,ROGERIO RIBEIRO SILVA,ROGERIO TOUREIRO,
ROGERIO,ROGERIO REZENDE SILVA,DR ROGERIO,
MURILO BORGES,MURILO BORGES GUIMARAES,DR MURILO BORGES,
DIONE,DIONE JOSE ARAUJO,DIONE ARAUJO,
ROGERIO REZENDE,ROGERIO REZENDE SILVA,DR ROGERIO,
AVIMAR,AVIMAR TEODORO OLIVEIRA JUNIOR,DR AVIMAR,
BIRACY,BIRACY ANTONIO CAMARGO,DR BIRACY CAMARGO,
BIRACY CAMARGO,BIRACY ANTONIO CAMARGO,DR BIRACY CAMARGO,
AVIMAR TEODORO,AVIMAR TEODORO OLIVEIRA JUNIOR,DR AVIMAR,
FLAVIANE,FLAVIANE BALDO SCOPEL BARBOSA,FLAVIANE SCOPEL,
ROBERTA,ROBERTA RODRIGUES RIBEIRO RICIOLI,ROBERTA NEGO,
ROBERTA RICIOLI,ROBERTA RODRIGUES RIBEIRO RICIOLI,ROBERTA NEGO,
EDNA APARECIDA,EDNA APARECIDA ALVES SANTOS,PROFESSORA EDNA,
WILDE,WILDE LOPES RORIZ,WILDE CAMBAO,
VERONICE,VERONICE COELHO FURTADO,PROFESSORA VERONICE,
OTON,OTON ALVES AGUIAR,OTON ALVES AGUIAR,
VERONICE COELHO,VERONICE COELHO FURTADO,PROFESSORA VERONICE,
CLEOMAR JUNIOR,CLEOMAR BUCAR COELHO JUNIOR,DR CLEOMAR JUNIOR,
WOLNEI,WOLNEI MOREIRA SILVA,WOLNEI MOREIRA,
TERCIO,TERCIO GONCALVES MENEZES,DR TERCIO,
TIAGO,TIAGO FREITAS MENDONCA,TIAGO MENDONCA,
GUILHERME,JOAQUIM GUILHERME BARBOSA SOUZA,JOAQUIM GUILHERME,1
JOAQUIM,JOAQUIM GUILHERME BARBOSA SOUZA,JOAQUIM GUILHERME,1
LUIZ MARTINS,LUIZ MARTINS OLIVEIRA,LUIZINHO,
JEAN CINTRA,JEAN CARLOS ANTUNES CINTRA,DR JEAN CINTRA,
FERNANDO CARNEIRO,FERNANDO CARNEIRO SILVA,DR FERNANDO CARNEIRO,
LUIS ANTONIO,LUIS ANTONIO FARIA MOTA,DOUTOR LUIS ANTONIO,
FABRICIO,FABRICIO VIANA CAMELO CONCEICAO,FABRICIO VIANA,
EDSON,EDSON NUNES LUSTOSA,EDSON LUSTOSA,
JOSE AUGUSTO,JOSE AUGUSTO BEZERRA LOPES,ZE AUGUSTO,
ERIC SILVEIRA,ERIC MELO SILVEIRA,DR ERIC,
AMERICO,AMERICO BARBOSA SILVA,AMERICO BARBOSA,
FABIO,FABIO LASSERRE SOUSA BORGES,PROFESSOR FABIO,
IZIDORIO PIMENTA,IZIDORIO PEREIRA PIMENTA,IZIDORIO,
VANUZA,VANUZA PRIMO ARAUJO VALADARES,VANUZA VALADARES,
OTONIEL,OTONIEL ANDRADE COSTA,OTONIEL ANDRADE,
JOAO ADRIANO,JOAO ADRIANO COELHO,JOAO ADRIANO COELHO,
SOLANGE,SOLANGE MARIA ANDRADE VALENTE,SOLANGE VALENTE,
ANDERSON PAULA,ANDERSON PAULA SILVA,ANDERSON PAULA (LORENCAO),
MARIOZAM LEMES,MARIOZAM LEMES SILVA,MARIOZAM,
WILMAR,WILMAR FERREIRA SILVA,WILMAR ANTONIO ACOUGUEIRO,
CRISTIOMARIO,CRISTIOMARIO SOUSA MEDEIROS,DELEGADO CRISTIOMARIO,
ADRIANO,ADRIANO RODRIGUES MORAES,PROFESSOR ADRIANO,
HELIO,HELIO GONTIJO OLIVEIRA,HELIO GONTIJO,
CLAUDINEI,CLAUDINEI DIVINO RESENDE,CLAUDINEI RESENDE,
JOSE XERENTE,JOSE KUMRIZDAZE XERENTE,JOSE KUMRIZDAZE XERENTE,
PEDRO SARDINHA,PEDRO HENRIQUE BORGES SARDINHA,DR PEDRO SARDINHA,
GEORGE MORAIS,GEORGE MORAIS FERREIRA,DR GEORGE MORAIS,
ANTONIO CARLOS,ANTONIO CARLOS CAETANO MORAES,DR ANTONIO,
JANIO,JANIO FERREIRA ALVES,JANIO FERREIRA,
LUIZ NETO,LUIZ FAVORITO SILVA NETO,LUIZ NETO FAVORITO,
WESLEY MEDEIROS,WESLEY MEDEIROS COSTA,DR WESLEY MEDEIROS,
DELMIRO,DELMIRO OLIVEIRA CANO,DELMIRO CANO,
GENILVA KATIA,GENILVA KATIA RODRIGUES ASSIS,GENILVA,
GASPAR ALVES,GASPAR ALVES SOUZA,GASPAR,
AMILCAR,AMILCAR MACHADO PEREIRA JUNIOR,AMILCAR JUNIOR,
WASHINGTON,WASHINGTON LUIZ VASCONCELOS,WASHINGTON VASCONCELOS,
CARMELITA,CARMELITA LIMA TAVARES,CARMELITA TAVARES,
MOIZANIEL,MOIZANIEL SOUZA SILVA,MOIZANIEL MOIZA,
ADRIANO,ADRIANO JOSE RIBEIRO,ADRIANO RIBEIRO,
CLEVERSON,CLEVERSON ALVES SANTOS,DELEGADO CLEVERSON,
CLEVERSON ALVES,CLEVERSON ALVES SANTOS,DELEGADO CLEVERSON,
JEAN FOGACA,JEAN SERGIO CLAVISSO FOGACA,PROFESSOR JEAN,
JULIO,JULIO RIBEIRO BISPO,JULIO BISPO,
SILVANO,SILVANO PEREIRA NEVES,SILVANO NEVES,
CHARLES GUEDES,CHARLES GUEDES SOARES MORAES,CHARLES GUEDES FRIALTO,
CELSO HENRIQUE,CELSO HENRIQUE BATISTA SILVA,CELSO HENRIQUE CH,
CORONEL RONALDO,MAURO RONALDO FLORES CORREIA,CORONEL RONALDO FLORES,
SARGENTO EYDER,EYDER BRASIL CARMO,SARGENTO EYDER BRASIL,
JUNIOR QUEIROZ,MILITINO FEDER JUNIOR,DR JUNIOR QUEIROZ,
TIZIU,JIDALIAS ANJOS PINTO,TIZIU JIDALIAS,
PROF RODNEI,RODNEI ANTONIO PAES,PROFESSOR RODNEI PAES,
CIDAO,APARECIDO FELIS SILVA,CIDAO PROS,
NILSON BURITIS,NILSON FERREIRA SANTOS,NILSON BURITIS TRANSPORTES,
PROF EVANILDO,EVANILDO BEZERRA SOARES,PROFESSOR EVANILDO,
ZEN,DANIEL QUEIROZ SANT ANA,DANIEL ZEN,
BAIXINHO,WANDERLAN SILVA RAMALHO,WANDERLAN BAIXINHO,
PROF JERRIMAR,JERRIMAR NOGUEIRA CASTRO,PROF JERRIMAR CASTRO,
CAP ALBERTO,ALBERTO BARROS CAVALCANTE NETO,CAPITAO ALBERTO NETO,
CAP ALBERTO NETO,ALBERTO BARROS CAVALCANTE NETO,CAPITAO ALBERTO NETO,
ALFREDO,ALFREDO PEREIRA NASCIMENTO,ALFREDO NASCIMENTO,
CAPITAO ALBERTO,ALBERTO BARROS CAVALCANTE NETO,CAPITAO ALBERTO NETO,
ERLEI,UESLEY CUNHA SANTIAGO,ERLEI CUNHA,
DRA LUCIVANIA,LUCIVANIA MENDES RODRIGUES,DRA LUCIVANIA RODRIGUES,
DELEGADO EGUCHI,EVERALDO JORGE MARTINS EGUCHI,DELEGADO FEDERAL EGUCHI,
DEL FONSECA,JOSE WILLIAN SIQUEIRA FONSECA,DELEGADO FONSECA,
GOIANINHO,MARCIRLEI DIVINO CARVALHO,GOIANINHO MOTO PECAS,
BARRUDADA,PAULO ROBERTO FRANCISCO SILVA,PAULO BARRUDADA,
GUTO,CARLOS AUGUSTO LIMA GOUVEA,GUTO GOUVEA,
NIC,OTAVIO SILVA NASCIMENTO JUNIOR,PROF NIC JUNIOR,
PASTOR ABIMAEL,ABIMAEL SILVA RAMOS,PASTOR ABIMAEL SILVA,
XANDAO,ALEANDRO MONTEIRO OLIVEIRA,XANDAO PATRIOTA,
ZE FILHO,JOSE FILHO CUNHA OLIVEIRA,ZE FILHO FARMACIA,
NETINHO,EMIDIO CARMO BARROSO NETO,NETINHO BARROSO,
ZEQUINHA,JOSE RIBAMAR RIBEIRO,ZEQUINHA RIBEIRO,
PROF DANIEL,DANIEL SOUSA CARVALHO,PROFESSOR DANIEL,
ITALO BONIFACIO,ITALO ALEXANDRE ANDRADE COIMBRA,DR ITALO BONIFACIO,
PROFESSOR JANIO,JANIO ROCHA AYRES TELES,PROFESSOR JANIO PJ,
BAIANO,WALTER LUIZ FREITAS,BAIANO SEMENTE,
ZITO,JOSE ROLIM FILHO,ZITO ROLIM,
ZE FRANCISCO,JOSE FRANCISCO LIMA NERES,DR ZE FRANCISCO,
DR ANTONIO,ANTONIO CARLOS PEREIRA OLIVEIRA,DR ANTONIO CARLOS,
LUIS AMOVELAR,LUIS MENDES FERREIRA FILHO,LUIS AMOVELAR FILHO,
ROSINHA,ROSARIA FATIMA CHAVES,PROF ROSINHA,
PROF BETANIA,MARIA BETANIA SOUZA FELIX,PROFESSORA BETANIA,
CACULA COELHO,JANILSON SANTOS COELHO,DR CACULA COELHO,
DR,WEULER ALVES SOUSA,DR WEULER,1
PADRE ANTONIO,ANTONIO CARLOS CAVALCANTE SILVA,PADRE ANTONIO ABENCOADO,
JAILSON,DIRCE PRAZERES RODRIGUES,DIRCE JAILSON,
ZANA,OZANIRIA SANTOS PEREIRA,ZANA SERRANO,
RAIMUNDINHO,RAIMUNDO ALVES CARVALHO,RAIMUNDINHO AUDIOLAR,
BINE,BENEDITO ANTONIO SOARES NOBREGA,BINE SOARES,
JULINHO,JULIO CESAR SOUZA MATOS,DR JULINHO,
TRATORZAO,KLEBER ALVES ANDRADE,KLEBER TRATORZAO,
COMANDANTE,HORMANN SCHNNEYDER ALMEIDA SILVA,COMANDANTE SCHNNEYDER,
DIDA,RAIMUNDO NONATO CUNHA FREITAS,DIDA TIO LUIS,
JUCA,GILMAR SANTOS MARTINS,IRMAO JUCA,
DEUSDETE,DEUSDEDITH ALVES SAMPAIO,DR DEUSDETE,
LILA,MARIA LILIAN ALENCAR,LILA ALENCAR,
RIBINHA,JOSE RIBAMAR CARVALHO,PROFESSOR RIBINHA,
JOAOZINHO,JOAO FELIX ANDRADE FILHO,JOAOZINHO FELIX,
PROF RIBINHA,JOSE RIBAMAR CARVALHO,PROFESSOR RIBINHA,
NETINHA,FRANCISCA AURINETE SOUZA FREITAS,NETINHA FREITAS,
GILSON,ARGEMIRO URQUIZA CARVALHO NETO,IRMAO GILSON,
NONATINHO,RAIMUNDO NONATO FONTENELE CARDOSO,NONATINHO SINDICATO,
BRUNO ZEZINHO,BRUNO ARAUJO AMORIM,BRUNO ZEZINHO SORVETE,
DR EDUARDO,EDUARDO REIS MOURA,DR EDUARDO MOURA,
MAJOR DIEGO,DIEGO GOMES MELO,MAJOR DIEGO MELO,
ZE NITO,JOSE NITO OLIVEIRA SOUSA,PROFESSOR ZE NITO,
DR NEERIAS,NEERIAS CAVALCANTE LIMA,DR NEERIAS CAVALCANTE,
DR NAERTON,NAERTON SILVA MOURA,DR NAERTON MOURA,
DR UBIRATAN,UBIRATAN MARTINS SANTOS SEGUNDO,DR UBIRATAN SEGUNDO,
PROF EDMILSON,EDMILSON ALVES VIEIRA,PROFESSOR EDMILSON,
LUIZ DAMIAO,LUIZ PINTO COELHO,PROFESSOR LUIZ DAMIAO,
ZE AILTON,JOSE AILTON SOUSA BRASIL,ZE AILTON BRASIL,
ZE ADEGA,JOSE ARTHUR XENOFONTE GOMES MATTOS,ARTHUR ZE ADEGA,
CLAUDIO TIBURCIO,CLAUDIO FERNANDES AGUIAR,DR CLAUDIO TIBURCIO,
DR FRANCISCO,FRANCISCO ASSIS MESQUITA PINHEIRO,DR FRANCISCO MESQUITA,
LUCIA BOLSONARO,LUCIA MARIA ALENCAR COSTA,DRA LUCIA BOLSONARO,
JULINHO LIDER,JULIO CESAR COSTA LIMA JUNIOR,JULINHO LIDER CAMILO,
ALEXANDRE CAZUZA,ALEXANDRE SEGUNDO SILVA CAVALCANTE,CABO ALEXANDRE CAZUZA,
DRA RENATA,RENATA COSTA BRITO TORQUATO REGO,DRA RENATA REGO,
GERMANO,ROSSANE MARQUES LIMA PATRIOTA,ROSSANE GERMANO,
PRETA,ANTONIA FERREIRA LIMA FURTADO,PRETA FURTADO,
DAYA,ADAILDA SILVA SOBRINHO,DAYA SOBRINHO,
DELEGADO LEOCADIO,SERGIO FERNANDO LEOCADIO TEIXEIRA,DELEGADO SERGIO LEOCADIO,
DR TIAGO,TIAGO MEDEIROS ALMEIDA,DR TIAGO ALMEIDA,
LAU,ERAMOS ANTONIO SILVA,LAU ELIAS,
JUNINHO,KERGINALDO MEDEIROS ARAUJO JUNIOR,JUNINHO KERGINALDO,
MARIA ZE,MARIA RODRIGUES ALMEIDA FARIAS,MARIA ZE ROBERTO,
KIPRECO,DIEGO CAVALCANTI SILVA,DIEGO KIPRECO,
MARQUINHOS,ANTONIO MARCOS FILHO,MARQUINHOS GOMES,
DR MESSIAS,MANOEL VIRGULINO SIMAO,DR MESSIAS SIMAO,
SANDRINHO,ALESSANDRO PALMEIRA VASCONCELOS LEITE,SANDRINHO PALMEIRA,
CAPITAO SIDNEY,SIDNEY PEREIRA CRUZ,CAPITAO SIDNEY CRUZ,
ZECA,JOSE CAVALCANTI ALVES JUNIOR,ZECA CAVALCANTI,
TOINHO,ANTONIO JOSE SILVA,IRMAO TOINHO,
ISABELLE,IZABELLE COSTA MENDONCA,ISABELLE MENDONCA,
ZE POVO,EMMANUEL FERNANDES FREITAS GOIS,MANUCA ZE POVO,
MANUCA,EMMANUEL FERNANDES FREITAS GOIS,MANUCA ZE POVO,
RORRO,ROSANGELA MOURA MANICOBA NOVAES FERRAZ,RORRO MANICOBA,
BOB ESPONJA,ERNANDES OLIVEIRA SILVA,ERNANDES BOB ESPONJA,
TOTA V 8,ANTONIO COSMO SILVA FILHO,JUNTOS TOTA V 8 E V 9,
PEDRO,JOSEMI PEREIRA PAZ,PEDRO PIPA,
SOCORRO CARLOS,MARIA SOCORRO CORDEIRO BRITO PEREIRA,SOCORRO CARLOS EVANDRO,
VINICIUS FILHO,VINICIUS JOSE MARIANO LIMA,VINICIUS FILHO ZE HERMES,
EUSTAQUINHO,LUIZ EUSTAQUIO SILVEIRA MOREIRA FILHO,EUSTAQUINHO MOREIRA,
FLAVIO CHICO,FLAVIO RANGEL APOSTOLO LIRA,FLAVIO CHICO GRANJA,
VERA DANTAS,VERONICA DANTAS LIMA E SILVA,DONA VERA DANTAS,
CARRO VEIO,AMARO FERREIRA SILVA JUNIOR,JUNIOR CARRO VEIO,
DRA CHRISTIANE,CHRISTIANE SILVA BULHOES BARROS,DRA CHRISTIANE BULHOES,
LULA,LUIZ ANTONIO SILVA,LULA CURTINHO,
MARABA,ONDUMAR FERREIRA BORGES JUNIOR,JUNIOR MARABA,
SUKITA,CLARA MIRANIR SANTOS,CLARA SUKITA,
NININHO BOLO,GINALDO SOUZA CRUZ,NININHO BOLO BOM,
VALMIR,IBRAIN SILVA MONTEIRO,IBRAIN VALMIR,
NININHO,GINALDO SOUZA CRUZ,NININHO BOLO BOM,
BETINHO,ROBERTO FONSECA LIMA,BETINHO JOCINHA,
SANDRA,MARIO CESAR SILVA CONSERVA,MARIO SANDRA,
WILSON,EUILSON JOAQUIM SILVA,WILSON MANCAMBIRA,
TONHA,ANTONIA MAGALHAES CRUZ,TONHA MAGALHAES,
GIL,GIDINALVA PEREIRA SANTOS MACEDO,GIL FORUM,
NINO,JOAQUIM ALMEIDA TORQUATO JUNIOR,NINO TORQUATO,
PROFESSORA DAYANE,DAYANE JAMILLE CARNEIRO SANTOS PIMENTEL,PROFESSORA DAYANE PIMENTEL,
BETO,ROBERTO LUIS SILVA TOURINHO,BETO TOURINHO,
DR LAERCIO,LAERCIO SILVA SANTANA,DR LAERCIO SANTANA,
PROFESSOR REINALDO,REINALDO SOARES SANTOS,PROFESSOR REINALDO IBEC,
LELEU,WESLEY VIEIRA BARROS,LELEU SACARIA,
DR ISAAC,ISAAC JOSE NETO NERY SANTOS,DR ISAAC NERY,
MELK,MELQUIOR DAVID OLIVEIRO SANTOS,MELK DAVID,
CORONEL ANSELMO,JOSE ANSELMO MOREIRA BISPO,CORONEL ANSELMO BISPO,
TACINHO,TACIANO MENDES SILVA,TACINHO MENDES,
ZECA,JOSEVAL ALVES BRAGA,ZECA BRAGA,
NAY ZE,LUZINAIDE QUEIROZ MARCIEL,NAY ZE GRILO,
SARGENTO ISIDORIO,MANOEL ISIDORIO SANTANA JUNIOR,PASTOR SARGENTO ISIDORIO,
COTRIM,CELSO ZALLIO COELHO,CELSINHO COTRIM,
PASTOR SARGENTO,MANOEL ISIDORIO SANTANA JUNIOR,PASTOR SARGENTO ISIDORIO,
TONHO AGDONIO,ANTONIO ELSON MARQUES SILVA,TONHO ZE AGDONIO,
DR CHRISTIAN,LUIZ CHRISTIAN DARWIN FERRAZ SOUTO,DR CHRISTIAN FERRAZ,
DR EVERALDO,EVERALDO FERREIRA JUNIOR,DR EVERALDO JUNIOR,
DRA LIA,MARIA SAMPAIO MERCES BARROSO,DRA LIA BARROSO,
LIA BARROSO,MARIA SAMPAIO MERCES BARROSO,DRA LIA BARROSO,
CAPITAO ANDERSON,ANDERSON OLIVEIRA SILVA,PASTOR CAPITAO ANDERSON,
ALAN KARDECSON,ALAM KARDECSOM DIAS SILVA,DR ALAN KARDECSON,
MARCINHA,SOFIA MARCIA NUNES GONCALVES,MARCINHA ALFREDINHO,
PROLEPS,FRANCISCO TAVARES SANTOS FILHO,PROLEPSES GUERREIRO,
PEDRINHO,PEDRO ALENCAR AZEVEDO,PEDRINHO MINASACONTECE,
DR EDINEI,EDINEI APARECIDO MOREIRA,DR EDINEI MOREIRA,
KIKITO,CARLOS ROBERTO BATISTA,CARLOS ROBERTO KIKITO,
PROFESSOR WENDEL,WENDEL CRISTIANO SOARES MESQUITA,PROFESSOR WENDEL MESQUITA,
DELMO LUIZ,EDELMO MARCONDES COSTA,DELMO LUIZ SIMAO,
MARCELINHO,MARCELO RODRIGUES SILVA,MARCELINHO SILVA,
CABO FABIANO,FABIANO CARVALHO LIMA,CABO FABIANO LIMA,
DELEGADO RUI SILVA,RUI ANTONIO SILVA,DELEGADO FEDERAL RUI SILVA,
SOLDADO FLAVIO,FLAVIO ALMEIDA,SOLDADO FLAVIO ALMEIDA,
GERALDINHO,GERALDO MAGELA ALMEIDA,GERALDINHO CUICA,
ZEZINHO POMPEU,JOSE EVANGELIO VALADARES,ZEZINHO POMPEU VELHO,
JURACY,JURACI FREIRE MARTINS,JURACY FREIRE,
DOUTOR RENATO,RENATO MARTINS ARAUJO,DOUTOR RENATO MARTINS ARAUJO,
HELI GRILO,HELI GERALDO ANDRADE,DELEGADO HELI GRILO,
PROF EDILSON,EDILSON JOSE GRACIOLLI,PROFESSOR EDILSON,
JACKSON NARIZ,JACKSON LUIZ OJEDA CALCAS,JACKSON NARIZ PALHACO,
MARQUINHOS,MARCUS VINICIUS DOELINGER ASSAD,MARQUINHOS ASSAD,
MAJOR WALLACE,WALLACE RIBEIRO VIEIRA,MAJOR WALLACE VIEIRA,
VALBINHO,VALBER VARGAS FERREIRA,VALBER VARGAS VALBINHO,
CARLINHOS,CARLOS ALBERTO LYRIO,CARLINHOS LYRIO,
ZE VICENTE,JOSE VICENTE GONCALVES FILHO,DR ZE VICENTE,
SERGINHO,SERGIO LUIZ COSTA AZEVEDO FILHO,DOUTOR SERGINHO,
EDINHO,EDERSON JOSE VIEIRA,EDINHO OFICIAL JUSTICA,
PERES,MANOELA RAMOS SOUZA GOMES ALVES,MANOELA PERES,
RENATINHO,RENATO MARTINS VIANNA,RENATINHO VIANNA,
LURDINHA,MARIA LOURDES SALVADOR SANTOS GINETTI,LURDINHA GINETTI,
COCA FERRAZ,ANTONIO CLOVIS PINTO FERRAZ,PROFESSOR COCA FERRAZ,
BONEZINHO,MARIO COROCHEL NETO,BONEZINHO CORROCHEL,
PROF BIBO,ALOISIO CALSONI BOZZINI,PROF BIBO BOZZINI,
BIBO BOZZINI,ALOISIO CALSONI BOZZINI,PROF BIBO BOZZINI,
GERSINHO,GERSON MOREIRA ROMERO,GERSINHO ROMERO,
PROF AHMED TARIQUE,AHMED TARIQUE TOMBOUCTOU AGIO,PROF AHMED TARIQUE AGIO,
ZE PAULO,JOSE PAULO GOMES SILVA,DR ZE PAULO,
PRETINHO,REVELINO TEIXEIRA ALMEIDA,REVELINO ALMEIDA PRETINHO,
TALES FILHO,NEFI ANTONIO CASTRO TALES,NEFI TALES FILHO,
PROFESSORA SANDRA,SANDRA MARIA SANTOS,PROFESSORA SANDRA SANTOS,
BETINHO,ROBERTO RIVELINO FERRAZ,PROFESSOR BETINHO,
CABO ANDERSON,ANDERSON FABIANO PUPO FERNANDES,CABO ANDERSON PROERD,
ANDERSON PROERD,ANDERSON FABIANO PUPO FERNANDES,CABO ANDERSON PROERD,
ANINHA,ANA LOURINETE COSTA LOBO MONTANHER,ANINHA MONTANHER,
DR DANILO,DANILO FERRARESI,DR DANILO FERRARESI,
TANAH,ATHANAZILDO CORREA NETO,TANAH CORREA,
LOURDES CHAPA,MARIA LOURDES SOUZA,LOURDES CHAPA COLETIVA,
TAROBA,ANTONIO ZACARIAS SILVA,MESTRE TAROBA CAPOEIRA,
CHICO,FRANCISCO MARCIO CARVALHO,CHICO LOCO,
PROFESSOR RONALDO,RONALDO NASCIMENTO MOTA,PROFESSOR RONALDO MOTA,
CORONEL ELIANE,ELIANE NIKOLUK SCACHETTI,CORONEL ELIANE NIKOLUK,
PROF RODRIGO ASSIS,RODRIGO FERNADO ASSIS SANTOS,PROFESSOR RODRIGO ASSIS,
PROF RONALDO,RONALDO RODRIGUES SANTOS,PROFESSOR RONALDO,
GERSON,DARCY NORONHA AGUIAR,GERSON NORONHA,
JUNIOR GEO,JOSE LUIZ PEREIRA JUNIOR,PROFESSOR JUNIOR GEO,
TIAGO AMASTHA,TIAGO PAULA ANDRINO,TIAGO AMASTHA ANDRINO,
DR JOAQUIM,JOAQUIM ROCHA PEREIRA,DR JOAQUIM ROCHA,
PROF JUNIOR GEO,JOSE LUIZ PEREIRA JUNIOR,PROFESSOR JUNIOR GEO,
FILIPPO,JOAO FELIPE RIBEIRO PELANDA,FILIPPO MARCON,
DR MARCOS,MARCOS CESCHIN,DR MARCOS CESCHIN,
JOAO GUILHERME NOVO,JOAO GUILHERME OLIVEIRA MORAES,DR JOAO GUILHERME NOVO,
JABUR,VALDOMIRO BATISTA,JABUR MOTOCROSS,
MARCELO RADIO,MARCELO SANTOS MORAES,MARCELO RADIO CIDADE,
CORONEL,AUDILENE ROSA PAULA DIAS ROCHA,CORONEL AUDILENE,
DR FERNANDO,FERNANDO RICARDO SANTIN,DR FERNANDO SANTIN,
ZEZAO,JOSE SILVA COELHO NETO,PROFESSOR ZEZAO,
PROF GUILHERME,GUILHERME MARCHEWSKY,PROFESSOR GUILHERME,
DR ANIBAL,ANIBAL JOSE SIEBER DARIO,DR ANIBAL DARIO,
CORONEL MANIQUE,COSME MANIQUE BARRETO,CORONEL MANIQUE BARRETO,
RODRIGO ALTHOFF,RODRIGO BOEING ALTHOF,ENGENHEIRO RODRIGO ALTHOFF,
ARNALDINHO,ARNALDO LODETTI JUNIOR,ARNALDINHO LODETTI,
ADRIANO,ADRIANO BORNSCHEIN SILVA,ADRIANO SILVA,
COMANDANTE NELSON,NELSON HENRIQUE COELHO,COMANDANTE NELSON COELHO,
ENGENHEIRO,ROSBERGUER ALMEIDA CAMARGO,ENGENHEIRO ROSBERGUER,
SIMONE A MULHER,SIMONE COSTA ROMANELLI CUNHA,SIMONE A MULHER ASYLO,
FIFI,LUIS FELIPE LUZ LEHNEN,FIFI LUIS FELIPE LUZ LEHNEN,
DELEGADO SERGIO,SERGIO RIBEIRO ARAUJO,DELEGADO DOUTOR SERGIO,
SERGIO DELEGADO,SERGIO RIBEIRO ARAUJO,DELEGADO DOUTOR SERGIO,
PROF ROBERTO,ROBERTO ALVES ARRUDA,PROF ROBERTO ARRUDA,
DELEGADO VINICIUS,VINICIUS ASSIS NAZARIO,DELEGADO VINICIUS NAZARIO,
PROF ALDO,ALDO JOSE SANTOS,PROFESSOR ALDO,
PEBINHA,VALDEI LEITE GUIMARAES,PEBINHA VALDEI,
GARRINCHA,FRANCISCO CANDIDO SILVA,GARRINCHA ANIMAIS,
ENGENHEIRO,TAKAO NAKAMOTO,ENGENHEIRO NAKAMOTO,
ZE EDUARDO,JOSE EDUARDO RAMSAY TORRES,ZE EDUARDO TORRES,
ZE TORRES,JOSE EDUARDO RAMSAY TORRES,ZE EDUARDO TORRES,
ENG NAKAMOTO,TAKAO NAKAMOTO,ENGENHEIRO NAKAMOTO,
GUTO,LUIS AUGUSTO LIMA SCARPANTI,GUTO SCARPANTI,
DELEGADA SIDNEIA,SIDNEIA CATARINA TOBIAS,DELEGADA SIDNEIA TOBIAS,
GILMAR,GILMAR NERI SOUZA,GILMAR CRUZ,
LUISAO,LUIS EDUARDO GOMES SOUZA,LUISAO PV,
MANO,JOSE APARECIDO OLIVEIRA,JOSE APARECIDO MANO,
BUXEXA,AUGUSTO AMARAL,BUXEXA AMARAL,
JURUNA,WELLINTON ODAIR PROVENZANO,JURUNA POVO,
PASTOR JAIR,JAIR VIEIRA ARAUJO JUNIOR,PASTOR JAIR JUNIOR,
GILBERTO CAIC,GILBERTO CORREIA PEREIRA,PROF GILBERTO CAIC,
BOLINHA,HUMBERTO DOMINGUES FERREIRA,HUMBERTO DOMINGUES BOLINHA,
TONINHO,ANTONIO ANGELO GARCIA SANTOS,TONINHO COFAPI,
DR ERNEY,ERNEY CUNHA BAZZANO BARBOSA,DR ERNEY BARBOSA,
CARLINHOS,CARLOS AMERICO GRUBERT,CARLINHOS GRUBERT,
RAQUEL PT,RAQUEL GUMARAES PRADO,PROFESSORA RAQUEL PT,
PROF JEAMILTON,JEAMILTON OLIVEIRA BARBOSA,PROFESSOR JEAMILTON,
BRUNO HOTEL,LUIS HENRIQUE ALMEIDA BRUNO,BRUNO HOTEL DOIS GAUCHOS,
ENG MOAMMAR,MOAMMAR MUHAMMAD EL ABED,ENGENHEIRO MOAMMAR,
BINGA,AILSON ANTONIO FREITAS SILVA,BINGA FREITAS,
DINALVINHA,DINALVA GOMES VIANA,DINALVINHA VIANA,
ZE PATIO,JOSE CARLOS JUNQUEIRA ARAUJO,ZE CARLOS PATIO,
CORONEL,VANDERLEI BONOTO CANTE,CORONEL BONOTO,
CORONEL ENIO,ENIO SOUSA SOARES,TENENTE CORONEL ENIO,
TEN CORONEL ENIO,ENIO SOUSA SOARES,TENENTE CORONEL ENIO,
TENENTE CORONEL,ENIO SOUSA SOARES,TENENTE CORONEL ENIO,
DELEGADO HUMBERTO,HUMBERTO EVANGELISTA,DELEGADO FEDERAL HUMBERTO,
ADEMIR,ADEMIR GUERREIRO BARBOSA,DR ADEMIR GUERREIRO,
VANDO PAULA,WANDHERLUSO PAULA PINTO E SILVA,VANDO PAULA PINTO,
FRANCISCO,FRANCISCO ASSIS SOARES LIMA,PROFESSOR FRANCISCO,
DR LUCAS,LUCAS CARVALHO ANTONIETTI,DR LUCAS SANTA MONICA,
